,Compound,Date,Negative,Neutral,News Channel,Positive,Tweet,Tweets Ago
127,0.0,Wed Jan 10 14:44:59 +0000 2018,1.0,0.0,@CBS,0.0,"Music's Biggest Night® just got bigger with epic performances by @BrunoMars with @iamcardib, @KeshaRose, @sza and m… https://t.co/rCWrP6PihR",28
128,0.1867,Tue Jan 09 19:30:28 +0000 2018,0.924,0.0,@CBS,0.076,RT @BullCBS: Dr. #Bull's latest case could change the way Psychologists work. Don't miss tonight's new episode at 9/8c on CBS! https://t.co…,29
129,0.836,Tue Jan 09 19:27:16 +0000 2018,0.683,0.0,@CBS,0.317,"🎶@Prince pushed the envelope and never settled for ordinary.

Celebrate the greatest artists in music history at Th… https://t.co/GPZ9YgK1tH",30
130,0.0,Tue Jan 09 18:29:39 +0000 2018,1.0,0.0,@CBS,0.0,RT @AmazingRaceCBS: This race is just getting started. Catch a new episode of The #AmazingRace tomorrow at 8/7c on CBS! https://t.co/Nab5DC…,31
131,0.0,Mon Jan 08 18:07:57 +0000 2018,1.0,0.0,@CBS,0.0,RT @startrekcbs: #StarTrekDiscovery is back! Episode 10 is now streaming on CBS All Access: https://t.co/xPeb97Rs8J https://t.co/Uvgab7nGgS,32
132,0.0,Mon Jan 08 14:34:48 +0000 2018,1.0,0.0,@CBS,0.0,"New year, new case. Watch the latest episode of #NCISLA now: https://t.co/1rAsX4EsiB https://t.co/QzRZcORK9r",33
133,0.0,Mon Jan 08 14:29:20 +0000 2018,1.0,0.0,@CBS,0.0,RT @AmazingRaceCBS: Which teams are zipping through the first leg of the #AmazingRace? https://t.co/8isAwPyrLY,34
134,0.0,Mon Jan 08 00:29:51 +0000 2018,1.0,0.0,@CBS,0.0,RT @MadamSecretary: Is VP Hurst going to work with or against Elizabeth? Stream a new #MadamSecretary live with CBS All Access: https://t.c…,35
135,0.0,Sat Jan 06 20:05:17 +0000 2018,1.0,0.0,@CBS,0.0,"RT @debrabirnbaum: .@ShawnRyanTV: To me, being on CBS is the opposite of preaching to the choir. #TCA18",36
136,0.8271,Sat Jan 06 19:04:08 +0000 2018,0.686,0.0,@CBS,0.314,RT @LivinBiblically: “The truth is it somehow gorgeously straddles both sides...I have had friends come from all different walks of life an…,37
137,-0.7717,Sat Jan 06 19:03:38 +0000 2018,0.774,0.226,@CBS,0.0,RT @instinctcbs: “This is a crime show where at the end you’re not reminded of how miserable things are in the world right now…You feel sat…,38
138,0.0,Sat Jan 06 00:37:55 +0000 2018,1.0,0.0,@CBS,0.0,"RT @startrekcbs: Star Trek has touched the lives of generations of fans, including the cast and writers of #StarTrekDiscovery. What's your…",39
139,0.0,Sat Jan 06 00:30:53 +0000 2018,1.0,0.0,@CBS,0.0,#StrangeAngel has found its leading man! Jack Reynor will star as famed rocket engineer Jack Parsons in the upcomin… https://t.co/sHkSKABGfd,40
140,0.0,Fri Jan 05 18:30:42 +0000 2018,1.0,0.0,@CBS,0.0,"The streak of new episodes continues! Watch new episodes of #MacGyver, #H50 &amp; #BlueBloods tonight starting at 8/7c.… https://t.co/xs2vbVqBJZ",41
141,0.0,Fri Jan 05 16:05:58 +0000 2018,1.0,0.0,@CBS,0.0,"RT @CBSTweet: #CBSRatingsNews: CBS Sweeps Fourth Quarter Ratings in Daytime, Primetime and Late Night for the First Time Since 2009 https:/…",42
142,0.1867,Thu Jan 04 23:13:02 +0000 2018,0.89,0.0,@CBS,0.11,"New year, new episodes! Don't miss all-new episodes of @BigBangTheory, @YoungSheldon, @MomCBS, @LifeInPiecesCBS, an… https://t.co/COf6Qg8Mz1",43
143,-0.296,Thu Jan 04 14:43:09 +0000 2018,0.879,0.121,@CBS,0.0,"Current nominees @LadyGaga, @LittleBigTown, @Pink, Childish Gambino and more will perform live at the #GRAMMYs, Jan… https://t.co/PlLMasNPwD",44
144,0.5423,Wed Jan 03 20:33:09 +0000 2018,0.821,0.0,@CBS,0.179,"RT @startrekcbs: From Airiam to Zefram Cochrane, #StarTrekDiscovery features fascinating new concepts along with classic references. What's…",45
145,-0.5267,Wed Jan 03 19:51:15 +0000 2018,0.833,0.167,@CBS,0.0,Torres and Bishop went undercover as a criminal couple on the latest episode of #NCIS. Catch up now:… https://t.co/1iTEneHyJS,46
146,0.5423,Wed Jan 03 15:00:05 +0000 2018,0.857,0.0,@CBS,0.143,Do you know all the nominees for Artist Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/UQa8Mu9PUV,47
147,0.0,Wed Jan 03 12:00:01 +0000 2018,1.0,0.0,@CBS,0.0,"The new year of new episodes continues tonight with all-new episodes of #AmazingRace, #SEALTeam and #CriminalMinds… https://t.co/bwhNhQgsFC",48
148,-0.7692,Wed Jan 03 00:47:26 +0000 2018,0.733,0.267,@CBS,0.0,"RT @BullCBS: Tonight, can #Bull prove that a teen accused of robbing a jewelry store isn't responsible for the crime? Tune in at 9/8c or st…",49
149,0.8516,Tue Jan 02 22:41:51 +0000 2018,0.66,0.0,@CBS,0.34,It's your last chance to choose the pro football player with the best off-the-field talent! Vote now to decide who… https://t.co/6DjwqU0MB9,50
150,0.0,Tue Jan 02 08:00:03 +0000 2018,1.0,0.0,@CBS,0.0,"New year, new episodes -- all week long! It kicks off with an all-new #NCIS, #Bull and #NCISNOLA tonight starting a… https://t.co/bcmAaUQJtf",51
151,0.0,Mon Jan 01 01:16:12 +0000 2018,1.0,0.0,@CBS,0.0,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h",52
152,0.7798,Sun Dec 31 14:37:05 +0000 2017,0.736,0.0,@CBS,0.264,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd,53
153,0.0,Sat Dec 30 20:25:20 +0000 2017,1.0,0.0,@CBS,0.0,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…",54
154,0.3612,Sat Dec 30 20:24:58 +0000 2017,0.884,0.0,@CBS,0.116,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…,55
155,0.0857,Fri Dec 29 16:06:02 +0000 2017,0.699,0.144,@CBS,0.157,Stream NC State Wolfpack at Arizona State Sun Devils LIVE today at 3PM ET with a 1-month FREE trial of… https://t.co/8k50thgtip,56
156,0.1511,Thu Dec 28 20:31:01 +0000 2017,0.783,0.096,@CBS,0.121,"In case you missed this star-studded tribute to Carol Burnett's classic comedy series, catch up now! Watch The Caro… https://t.co/wu7BxM9gtm",57
157,0.0,Thu Dec 28 19:28:22 +0000 2017,1.0,0.0,@CBS,0.0,Some of TV's biggest stars saluted @TheNormanLear's impact on television and culture at The 40th Annual Kennedy Cen… https://t.co/E74ChUW1uE,58
158,0.875,Wed Dec 27 22:45:05 +0000 2017,0.643,0.0,@CBS,0.357,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16,59
159,0.7717,Wed Dec 27 21:04:10 +0000 2017,0.705,0.0,@CBS,0.295,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO",60
160,0.8452,Wed Dec 27 19:52:02 +0000 2017,0.663,0.0,@CBS,0.337,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,61
161,0.0,Wed Dec 27 19:40:34 +0000 2017,1.0,0.0,@CBS,0.0,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo",62
162,0.7003,Wed Dec 27 12:00:01 +0000 2017,0.766,0.0,@CBS,0.234,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3",63
163,0.8398,Wed Dec 27 07:27:33 +0000 2017,0.64,0.0,@CBS,0.36,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,64
164,0.8221,Wed Dec 27 04:00:52 +0000 2017,0.664,0.0,@CBS,0.336,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,65
165,0.0,Wed Dec 27 03:59:48 +0000 2017,1.0,0.0,@CBS,0.0,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without 🎶All Night Long🎶 😁 #KCHonors,66
166,0.8271,Wed Dec 27 03:36:01 +0000 2017,0.58,0.0,@CBS,0.42,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,67
167,0.8103,Wed Dec 27 03:35:29 +0000 2017,0.685,0.0,@CBS,0.315,RT @Glamourtunist: This tribute to Carmen de Lavallade at the #KCHonors is so beautiful and well deserved. ❤️,68
168,0.0,Wed Dec 27 03:03:49 +0000 2017,1.0,0.0,@CBS,0.0,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,69
169,0.5255,Wed Dec 27 03:03:26 +0000 2017,0.78,0.0,@CBS,0.22,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,70
170,0.7096,Wed Dec 27 02:57:56 +0000 2017,0.753,0.0,@CBS,0.247,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ❤️🧡💛💚💙💜,71
171,0.7345,Wed Dec 27 02:48:52 +0000 2017,0.64,0.0,@CBS,0.36,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,72
172,0.6124,Wed Dec 27 02:45:34 +0000 2017,0.826,0.0,@CBS,0.174,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. 👏🏻📺,73
173,0.3699,Wed Dec 27 02:28:07 +0000 2017,0.702,0.0,@CBS,0.298,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,74
174,0.8748,Wed Dec 27 02:26:46 +0000 2017,0.474,0.0,@CBS,0.526,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,75
175,0.9601,Wed Dec 27 02:20:11 +0000 2017,0.434,0.0,@CBS,0.566,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,76
176,0.8908,Wed Dec 27 02:00:29 +0000 2017,0.654,0.0,@CBS,0.346,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,77
177,0.0,Wed Dec 27 01:08:32 +0000 2017,1.0,0.0,@CBS,0.0,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b",78
178,0.2415,Tue Dec 26 12:00:01 +0000 2017,0.61,0.173,@CBS,0.218,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz",79
179,0.5106,Mon Dec 25 12:00:05 +0000 2017,0.809,0.0,@CBS,0.191,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t",80
180,-0.2263,Mon Dec 25 00:48:24 +0000 2017,0.899,0.101,@CBS,0.0,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm",81
181,0.7574,Sun Dec 24 20:40:42 +0000 2017,0.711,0.0,@CBS,0.289,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",82
182,0.7974,Sun Dec 24 14:17:43 +0000 2017,0.727,0.0,@CBS,0.273,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,83
183,0.0,Sun Dec 24 12:30:02 +0000 2017,1.0,0.0,@CBS,0.0,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",84
184,0.0,Sat Dec 23 16:21:17 +0000 2017,1.0,0.0,@CBS,0.0,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",85
185,0.8236,Sat Dec 23 15:00:02 +0000 2017,0.714,0.0,@CBS,0.286,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",86
186,0.7712,Sat Dec 23 12:37:04 +0000 2017,0.645,0.0,@CBS,0.355,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,87
187,0.743,Sat Dec 23 07:24:44 +0000 2017,0.583,0.107,@CBS,0.311,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,88
188,0.8687,Sat Dec 23 06:39:45 +0000 2017,0.635,0.0,@CBS,0.365,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,89
189,-0.1531,Sat Dec 23 01:38:37 +0000 2017,0.769,0.127,@CBS,0.104,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",90
190,0.9422,Sat Dec 23 00:39:52 +0000 2017,0.531,0.0,@CBS,0.469,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,91
191,0.6588,Fri Dec 22 19:35:35 +0000 2017,0.759,0.0,@CBS,0.241,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",92
192,0.6597,Fri Dec 22 18:03:20 +0000 2017,0.722,0.0,@CBS,0.278,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",93
193,0.5255,Fri Dec 22 14:04:52 +0000 2017,0.841,0.0,@CBS,0.159,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,94
194,0.8718,Thu Dec 21 12:04:04 +0000 2017,0.632,0.0,@CBS,0.368,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",95
195,0.6597,Thu Dec 21 01:04:27 +0000 2017,0.787,0.0,@CBS,0.213,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",96
196,0.3818,Wed Dec 20 23:00:04 +0000 2017,0.843,0.0,@CBS,0.157,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,97
197,0.743,Wed Dec 20 21:08:10 +0000 2017,0.751,0.0,@CBS,0.249,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",98
198,0.7222,Wed Dec 20 20:10:15 +0000 2017,0.719,0.0,@CBS,0.281,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,99
199,0.0,Wed Dec 20 19:31:47 +0000 2017,1.0,0.0,@CBS,0.0,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,100
200,-0.4588,Sat Jan 13 04:31:18 +0000 2018,0.8,0.2,@CNN,0.0,This teacher stood up at a school board meeting to criticize a superintendent's pay raise. Then she was handcuffed.… https://t.co/XfQEeBtmLL,1
201,-0.4588,Sat Jan 13 04:16:02 +0000 2018,0.824,0.176,@CNN,0.0,"Former President Obama explains ""what the Russians exploited"" in new interview with David Letterman… https://t.co/s9uk9jImm6",2
202,0.0,Sat Jan 13 04:00:31 +0000 2018,1.0,0.0,@CNN,0.0,The closure of a coal mine near the Pennsylvania-West Virginia border will wipe out many of President Trump's coal… https://t.co/b0fTYciavq,3
203,0.0,Sat Jan 13 03:46:07 +0000 2018,1.0,0.0,@CNN,0.0,Legendary singer-songwriter Eric Clapton says he is going deaf https://t.co/XsRcTqZ4WO https://t.co/lQUdlmX9kj,4
204,0.2732,Sat Jan 13 03:30:16 +0000 2018,0.884,0.0,@CNN,0.116,"The Trump administration has eliminated or replaced references to climate change, renewable energy and similar topi… https://t.co/eiqAhIyBo5",5
205,0.4215,Sat Jan 13 03:16:06 +0000 2018,0.817,0.0,@CNN,0.183,This little satellite named PicSat just launched in an attempt to make a huge observation: watching an exoplanet pa… https://t.co/KujchQvtuE,6
206,-0.5574,Sat Jan 13 03:08:05 +0000 2018,0.621,0.269,@CNN,0.11,"RT @CNNTonight: .@DonLemon: It's painfully ironic, or for some, just plain painful, that, today, the President sought to honor Dr. Martin L…",7
207,-0.1779,Sat Jan 13 03:07:46 +0000 2018,0.757,0.135,@CNN,0.108,RT @NewDay: Does big game hunting help or hurt endangered animals?: Activists debate the future of the sport and conservation #CuomoPrimeTi…,8
208,0.0,Sat Jan 13 03:01:13 +0000 2018,1.0,0.0,@CNN,0.0,Tourists had to be airlifted out of this ski resort after heavy snowfall in Switzerland https://t.co/41oldMzsBV https://t.co/gwX7u1TOL8,9
209,-0.7845,Sat Jan 13 02:55:37 +0000 2018,0.615,0.385,@CNN,0.0,"Flu stomps the nation, overwhelming ERs and leaving 20 children dead https://t.co/xaTN5NXMu8 https://t.co/w2P54blZLC",10
210,0.0,Sat Jan 13 02:45:42 +0000 2018,1.0,0.0,@CNN,0.0,"""My shithole in Africa"": President Trump's reported comments have sparked a global reaction https://t.co/GXKlawvTK0 https://t.co/9InUaFlRrS",11
211,0.1027,Sat Jan 13 02:39:11 +0000 2018,0.738,0.123,@CNN,0.139,"RT @CNNnewsroom: Maryland gubernatorial candidate, Democrat Benjamin Jealous: ""Has [Trump] been to the Statue of Liberty recently? Has he r…",12
212,-0.6486,Sat Jan 13 02:30:18 +0000 2018,0.661,0.264,@CNN,0.075,"A growing body of research shows that over-immersion in smartphones can lead to depression, lack of sleep, difficul… https://t.co/zrdVfuuoMg",13
213,-0.8402,Sat Jan 13 02:26:08 +0000 2018,0.692,0.308,@CNN,0.0,"""We know he's a racist, he's demonstrated that. ... He's a racist both in his actions and his words,"" NAACP Preside… https://t.co/uUzQqjt1On",14
214,0.0,Sat Jan 13 02:17:54 +0000 2018,1.0,0.0,@CNN,0.0,"Former Trump campaign manager Corey Lewandowski on WSJ's porn star payment story: ""I don't know why this is a news… https://t.co/wH6iBDZqeh",15
215,0.0,Sat Jan 13 02:15:01 +0000 2018,1.0,0.0,@CNN,0.0,"""She should not be in the classroom"": A mother says a reprimand is not sufficient after her son's teacher told him… https://t.co/RVU0AHYAWL",16
216,-0.5574,Sat Jan 13 02:00:36 +0000 2018,0.735,0.265,@CNN,0.0,White House personal cell phone ban starts next week https://t.co/RsGc3V4CAH https://t.co/iwNI7ChvUA,17
217,0.5719,Sat Jan 13 01:57:38 +0000 2018,0.829,0.0,@CNN,0.171,"President Trump is ""in excellent health,"" the White House doctor says after Trump's first known medical checkup sin… https://t.co/cCXi4GgfUS",18
218,-0.2023,Sat Jan 13 01:47:22 +0000 2018,0.909,0.091,@CNN,0.0,"Controversial conservative filmmaker James O'Keefe says that in 2013, Donald Trump asked him if he could ""get insid… https://t.co/RJICbTLJCn",19
219,-0.6124,Sat Jan 13 01:46:59 +0000 2018,0.857,0.143,@CNN,0.0,"RT @AC360: Gold Star father Khizr Khan to @jimsciutto: ""When the holder of the highest office of this nation is a bigot and a racist that r…",20
220,-0.4588,Sat Jan 13 04:31:18 +0000 2018,0.8,0.2,@CNN,0.0,This teacher stood up at a school board meeting to criticize a superintendent's pay raise. Then she was handcuffed.… https://t.co/XfQEeBtmLL,21
221,-0.4588,Sat Jan 13 04:16:02 +0000 2018,0.824,0.176,@CNN,0.0,"Former President Obama explains ""what the Russians exploited"" in new interview with David Letterman… https://t.co/s9uk9jImm6",22
222,0.0,Sat Jan 13 04:00:31 +0000 2018,1.0,0.0,@CNN,0.0,The closure of a coal mine near the Pennsylvania-West Virginia border will wipe out many of President Trump's coal… https://t.co/b0fTYciavq,23
223,0.0,Sat Jan 13 03:46:07 +0000 2018,1.0,0.0,@CNN,0.0,Legendary singer-songwriter Eric Clapton says he is going deaf https://t.co/XsRcTqZ4WO https://t.co/lQUdlmX9kj,24
224,0.2732,Sat Jan 13 03:30:16 +0000 2018,0.884,0.0,@CNN,0.116,"The Trump administration has eliminated or replaced references to climate change, renewable energy and similar topi… https://t.co/eiqAhIyBo5",25
225,0.4215,Sat Jan 13 03:16:06 +0000 2018,0.817,0.0,@CNN,0.183,This little satellite named PicSat just launched in an attempt to make a huge observation: watching an exoplanet pa… https://t.co/KujchQvtuE,26
226,-0.5574,Sat Jan 13 03:08:05 +0000 2018,0.621,0.269,@CNN,0.11,"RT @CNNTonight: .@DonLemon: It's painfully ironic, or for some, just plain painful, that, today, the President sought to honor Dr. Martin L…",27
227,-0.1779,Sat Jan 13 03:07:46 +0000 2018,0.757,0.135,@CNN,0.108,RT @NewDay: Does big game hunting help or hurt endangered animals?: Activists debate the future of the sport and conservation #CuomoPrimeTi…,28
228,0.0,Sat Jan 13 03:01:13 +0000 2018,1.0,0.0,@CNN,0.0,Tourists had to be airlifted out of this ski resort after heavy snowfall in Switzerland https://t.co/41oldMzsBV https://t.co/gwX7u1TOL8,29
229,-0.7845,Sat Jan 13 02:55:37 +0000 2018,0.615,0.385,@CNN,0.0,"Flu stomps the nation, overwhelming ERs and leaving 20 children dead https://t.co/xaTN5NXMu8 https://t.co/w2P54blZLC",30
230,0.0,Sat Jan 13 02:45:42 +0000 2018,1.0,0.0,@CNN,0.0,"""My shithole in Africa"": President Trump's reported comments have sparked a global reaction https://t.co/GXKlawvTK0 https://t.co/9InUaFlRrS",31
231,0.1027,Sat Jan 13 02:39:11 +0000 2018,0.738,0.123,@CNN,0.139,"RT @CNNnewsroom: Maryland gubernatorial candidate, Democrat Benjamin Jealous: ""Has [Trump] been to the Statue of Liberty recently? Has he r…",32
232,-0.6486,Sat Jan 13 02:30:18 +0000 2018,0.661,0.264,@CNN,0.075,"A growing body of research shows that over-immersion in smartphones can lead to depression, lack of sleep, difficul… https://t.co/zrdVfuuoMg",33
233,-0.8402,Sat Jan 13 02:26:08 +0000 2018,0.692,0.308,@CNN,0.0,"""We know he's a racist, he's demonstrated that. ... He's a racist both in his actions and his words,"" NAACP Preside… https://t.co/uUzQqjt1On",34
234,0.0,Sat Jan 13 02:17:54 +0000 2018,1.0,0.0,@CNN,0.0,"Former Trump campaign manager Corey Lewandowski on WSJ's porn star payment story: ""I don't know why this is a news… https://t.co/wH6iBDZqeh",35
235,0.0,Sat Jan 13 02:15:01 +0000 2018,1.0,0.0,@CNN,0.0,"""She should not be in the classroom"": A mother says a reprimand is not sufficient after her son's teacher told him… https://t.co/RVU0AHYAWL",36
236,-0.5574,Sat Jan 13 02:00:36 +0000 2018,0.735,0.265,@CNN,0.0,White House personal cell phone ban starts next week https://t.co/RsGc3V4CAH https://t.co/iwNI7ChvUA,37
237,0.5719,Sat Jan 13 01:57:38 +0000 2018,0.829,0.0,@CNN,0.171,"President Trump is ""in excellent health,"" the White House doctor says after Trump's first known medical checkup sin… https://t.co/cCXi4GgfUS",38
238,-0.2023,Sat Jan 13 01:47:22 +0000 2018,0.909,0.091,@CNN,0.0,"Controversial conservative filmmaker James O'Keefe says that in 2013, Donald Trump asked him if he could ""get insid… https://t.co/RJICbTLJCn",39
239,-0.6124,Sat Jan 13 01:46:59 +0000 2018,0.857,0.143,@CNN,0.0,"RT @AC360: Gold Star father Khizr Khan to @jimsciutto: ""When the holder of the highest office of this nation is a bigot and a racist that r…",40
240,0.5574,Sat Jan 13 01:42:26 +0000 2018,0.769,0.0,@CNN,0.231,"The remarkable Republican underreaction on the ""shithole countries"" controversy | Analysis by @CillizzaCNN… https://t.co/KGHn0MfdfM",41
241,-0.7845,Sat Jan 13 01:39:16 +0000 2018,0.723,0.277,@CNN,0.0,Prosecutors in Dallas will decide in the coming weeks whether to seek the death penalty against the adoptive father… https://t.co/52cestTqvZ,42
242,0.0,Sat Jan 13 01:36:13 +0000 2018,1.0,0.0,@CNN,0.0,"Gold Star father Khizr Khan discusses President Trump's remarks: ""When the holder of the highest office of this nat… https://t.co/BdYjS3Byle",43
243,0.0,Sat Jan 13 01:34:37 +0000 2018,1.0,0.0,@CNN,0.0,Gold Star father Khizr Khan on President Trump's reported remarks: There are members of the Armed Forces who come f… https://t.co/s28PLVMtSv,44
244,-0.2263,Sat Jan 13 01:25:41 +0000 2018,0.881,0.119,@CNN,0.0,A group representing African countries has issued a blistering statement demanding that US President Trump retract… https://t.co/FOTprwODe0,45
245,0.0,Sat Jan 13 01:22:40 +0000 2018,1.0,0.0,@CNN,0.0,How a bipartisan policy meeting devolved into vulgarity https://t.co/jAU8ORjtBZ https://t.co/MEmtA8GIhN,46
246,0.0,Sat Jan 13 01:22:30 +0000 2018,1.0,0.0,@CNN,0.0,"RT @AC360: .@jimsciutto: Just hours after reports President Trump had denigrated Haitians and others, and on the eve of the anniversary of…",47
247,0.0,Sat Jan 13 01:16:05 +0000 2018,1.0,0.0,@CNN,0.0,"A long-awaited report on the Sandy Hook massacre concludes the state police response was ""handled effectively,"" but… https://t.co/2HEVPI5osa",48
248,0.0,Sat Jan 13 01:10:52 +0000 2018,1.0,0.0,@CNN,0.0,"President Donald Trump's reported derogatory remarks about Haiti and slur against immigrants from ""shithole"" countr… https://t.co/8rFu8G0HtR",49
249,0.9169,Sat Jan 13 00:56:43 +0000 2018,0.569,0.0,@CNN,0.431,"""The Statue of Liberty doesn't say send me your richest, your smartest, as well as your whitest people. That's not… https://t.co/64kwt9YZgI",50
250,-0.8402,Sat Jan 13 00:45:08 +0000 2018,0.692,0.308,@CNN,0.0,"RT @OutFrontCNN: ""We know he's a racist, he's demonstrated that...he's a racist both in his actions and his words"" - Derrick Johnson, NAACP…",51
251,0.1531,Sat Jan 13 00:33:57 +0000 2018,0.659,0.14,@CNN,0.202,"Kyler Baughman, who had been considered to be a fit and healthy 21-year-old, died from complications due to the flu… https://t.co/lJXxM7GIc9",52
252,0.2732,Sat Jan 13 00:26:01 +0000 2018,0.751,0.099,@CNN,0.15,"""If you're concerned about inequality, health care, climate change or even the nastiness of our political disagreem… https://t.co/DkWNydXXY0",53
253,0.0,Sat Jan 13 00:18:07 +0000 2018,1.0,0.0,@CNN,0.0,"RT @CNNSitRoom: ""So you think he's a racist,"" Wolf Blitzer asks Ted Lieu. ""Absolutely...absolutely,"" answers the Democratic Congressman fro…",54
254,0.0,Sat Jan 13 00:13:03 +0000 2018,1.0,0.0,@CNN,0.0,Donald Trump's enmity for Haiti | By Peniel Joseph via @CNNOpinion https://t.co/FVxZRljAee https://t.co/23LBXZKBxV,55
255,0.5423,Sat Jan 13 00:03:05 +0000 2018,0.8,0.0,@CNN,0.2,MSNBC host Chris Matthews has apologized after video footage surfaced showing him making a racy joke prior to an in… https://t.co/fTJS0pITWe,56
